reference,company_reference,date,internal_value,n_assets,web_group_checker_httptohttps__sev_total_cnt_INFO,web_group_checker_httptohttps__sev_total_cnt_LOW,web_group_checker_httptohttps__sev_total_cnt_MEDIUM,web_group_checker_httptohttps__sev_total_cnt_HIGH,web_group_checker_httptohttps__sev_total_cnt_CRITICAL,web_group_checker_hsts__sev_total_cnt_INFO,web_group_checker_hsts__sev_total_cnt_LOW,web_group_checker_hsts__sev_total_cnt_MEDIUM,web_group_checker_hsts__sev_total_cnt_HIGH,web_group_checker_hsts__sev_total_cnt_CRITICAL,web_group_checker_referrerpolicy__sev_total_cnt_INFO,web_group_checker_referrerpolicy__sev_total_cnt_LOW,web_group_checker_referrerpolicy__sev_total_cnt_MEDIUM,web_group_checker_referrerpolicy__sev_total_cnt_HIGH,web_group_checker_referrerpolicy__sev_total_cnt_CRITICAL,web_group_checker_cspbaseline__sev_total_cnt_INFO,web_group_checker_cspbaseline__sev_total_cnt_LOW,web_group_checker_cspbaseline__sev_total_cnt_MEDIUM,web_group_checker_cspbaseline__sev_total_cnt_HIGH,web_group_checker_cspbaseline__sev_total_cnt_CRITICAL,web_group_checker_xfoxcto__sev_total_cnt_INFO,web_group_checker_xfoxcto__sev_total_cnt_LOW,web_group_checker_xfoxcto__sev_total_cnt_MEDIUM,web_group_checker_xfoxcto__sev_total_cnt_HIGH,web_group_checker_xfoxcto__sev_total_cnt_CRITICAL,web_group_checker_certificaterotation__sev_total_cnt_INFO,web_group_checker_certificaterotation__sev_total_cnt_LOW,web_group_checker_certificaterotation__sev_total_cnt_MEDIUM,web_group_checker_certificaterotation__sev_total_cnt_HIGH,web_group_checker_certificaterotation__sev_total_cnt_CRITICAL,web_group_checker_tlslegacy__sev_total_cnt_INFO,web_group_checker_tlslegacy__sev_total_cnt_LOW,web_group_checker_tlslegacy__sev_total_cnt_MEDIUM,web_group_checker_tlslegacy__sev_total_cnt_HIGH,web_group_checker_tlslegacy__sev_total_cnt_CRITICAL,web_group_checker_weakciphers__sev_total_cnt_INFO,web_group_checker_weakciphers__sev_total_cnt_LOW,web_group_checker_weakciphers__sev_total_cnt_MEDIUM,web_group_checker_weakciphers__sev_total_cnt_HIGH,web_group_checker_weakciphers__sev_total_cnt_CRITICAL,web_group_checker_sslvulns__sev_total_cnt_INFO,web_group_checker_sslvulns__sev_total_cnt_LOW,web_group_checker_sslvulns__sev_total_cnt_MEDIUM,web_group_checker_sslvulns__sev_total_cnt_HIGH,web_group_checker_sslvulns__sev_total_cnt_CRITICAL,synth_feature_00,synth_feature_01,synth_feature_02,synth_feature_03,synth_feature_04,synth_feature_05,synth_feature_06,synth_feature_07,synth_feature_08,synth_feature_09,synth_feature_10,synth_feature_11,synth_feature_12,synth_feature_13,synth_feature_14,synth_feature_15,synth_feature_16,synth_feature_17,synth_feature_18,synth_feature_19,synth_feature_20,synth_feature_21,synth_feature_22,synth_feature_23,synth_feature_24,synth_feature_25,synth_feature_26,synth_feature_27,synth_feature_28,synth_feature_29,synth_feature_30,synth_feature_31,synth_feature_32,synth_feature_33,synth_feature_34,synth_feature_35,synth_feature_36,synth_feature_37,synth_feature_38,synth_feature_39
synth-org-0165-snap-011,synth-org-0165,2024-11-26,39.471,202.0,2.0,8.0,13.0,7.0,0.0,22.0,0.0,0.0,13.0,7.0,9.0,31.0,16.0,25.0,8.0,16.0,33.0,39.0,27.0,4.0,15.0,0.0,12.0,16.0,14.0,8.0,0.0,16.0,31.0,15.0,18.0,0.0,14.0,0.0,2.0,21.0,0.0,3.0,13.0,15.0,14.0,33.0,3.0,14.0,6.0,0.13041131734557526,1.3332728470524895,6.953817487719699,-1.2479301310717832,2.8121874761399104,13.82661013026604,-20.20646554813363,-5.66562339473898,15.393563293385808,-0.6198529698157054,15.13328605952216,-11.668981804633628,-10.64954952786032,1.8675036844204531,-1.8384164673191983,-22.594909259210382,-33.182170724402646,-17.14284969767053,3.7089575704789977,-12.089896032141255,12.416718225445146,-0.005434886906749278,-33.275436063414254,-21.75720634979251,-29.27868947218532,-2.9350803760472215,6.45773527242293,-4.482214386857693,43.925629202630375,-40.48225499123747,-26.9508680662795,-23.743437406187233,-12.64565186455199,-13.52618546383298,36.98720770585957,-45.01246041255269,8.252006914531096,0.20143857191092454,57.326429425633805,59.37045404319417
synth-org-0165-snap-012,synth-org-0165,2024-12-26,40.971,202.0,2.0,7.0,10.0,5.0,0.0,22.0,0.0,0.0,13.0,7.0,9.0,31.0,16.0,25.0,8.0,16.0,33.0,39.0,27.0,4.0,15.0,0.0,12.0,16.0,14.0,8.0,0.0,16.0,31.0,15.0,18.0,0.0,14.0,0.0,2.0,21.0,0.0,3.0,13.0,15.0,14.0,33.0,3.0,14.0,6.0,-0.15537157964440892,3.260663772219521,1.4651303390608317,5.191242752767462,-2.9480841299929974,6.860736060624935,6.95546045068801,0.9455805250116717,-10.53979323671297,4.368408644196378,-29.95188236865446,-1.462026522688084,-13.739291619046487,-4.164779548261471,9.593629078160022,-1.7453765531565792,6.515141936002937,13.473257230132639,23.8199670441306,-10.113373340197288,-14.207438637100816,5.256449523751406,17.78098096910206,24.781246945668528,-14.271447794449218,-17.487283752729457,30.59654988771085,-12.91331774893861,-39.745926336371014,-45.55976778281549,-39.03063346072989,-12.746072320722584,-15.630275204523505,12.908550376953775,9.781675497469326,-2.7129676336335966,42.795303441542465,-20.374322140506038,-5.406921113259067,-46.30137122563342
synth-org-0166-snap-000,synth-org-0166,2024-01-01,68.223,201.0,5.0,0.0,32.0,36.0,22.0,13.0,0.0,5.0,23.0,35.0,25.0,8.0,36.0,7.0,13.0,37.0,37.0,31.0,0.0,0.0,7.0,39.0,26.0,13.0,1.0,32.0,39.0,15.0,5.0,5.0,15.0,14.0,34.0,14.0,38.0,24.0,6.0,1.0,20.0,31.0,28.0,14.0,39.0,5.0,8.0,0.7567491457210513,-1.244525955548538,1.9037614590884093,-5.8651964155364436,-2.323766709708293,8.408310336542149,-2.984038523041881,5.423302858974109,-0.8069214285200874,-6.251264020879051,1.1817801404866306,14.436514273613474,7.678933076220601,-11.1394248455428,-3.904469347740491,19.379221847739604,22.06818852512765,5.944863797799079,-18.3174572466152,-53.68832713966165,-4.111935693962761,-17.214153706013953,-19.662598837427026,0.40806232606176107,11.515038047531524,-13.545776632642832,-19.64457481037187,22.582352568997145,-6.2754595810769,14.436793613577683,-14.807463063631673,-45.45277689548834,62.065190606451544,-38.733986361450725,-49.227784943549196,-4.253856351692006,1.939776114176731,-38.04828412034876,14.383983803831324,-23.055644493986378
synth-org-0166-snap-001,synth-org-0166,2024-01-31,68.786,202.0,5.0,0.0,32.0,36.0,22.0,13.0,0.0,5.0,23.0,35.0,25.0,8.0,36.0,7.0,13.0,37.0,37.0,31.0,0.0,0.0,7.0,39.0,26.0,13.0,1.0,32.0,39.0,15.0,5.0,5.0,15.0,14.0,34.0,14.0,38.0,24.0,6.0,1.0,20.0,31.0,22.0,7.0,39.0,3.0,6.0,0.12430478835389594,-0.08602272284522108,-2.750152994062256,-2.422892511301695,2.01472910393936,7.025606863331133,-1.2243289029943845,11.215604820944977,19.87039275755377,-1.1643783335366422,-0.5216956862867055,10.307503657569468,10.792522986389407,15.590020467104987,7.005127630278552,-8.695366333396828,14.485898661942738,-17.75332251261339,-14.76947614345159,-13.753543334082487,-4.911402808294025,4.463901752750724,-45.27136632914092,-13.011453963484595,-39.73068824130947,35.33093184348328,1.8473385635308046,2.678276842659144,52.336006382106646,-2.381152173152736,-20.246800392162676,-24.505731280974434,29.951767380776765,20.68771288276305,11.221271971723475,-1.3530383898152856,-53.74344174476533,-27.351184686711957,77.497657318211,-16.292643496185196
synth-org-0166-snap-002,synth-org-0166,2024-03-01,70.28,206.0,5.0,0.0,32.0,36.0,22.0,13.0,0.0,5.0,23.0,35.0,25.0,8.0,36.0,7.0,13.0,33.0,36.0,28.0,0.0,0.0,1.0,33.0,22.0,9.0,0.0,32.0,39.0,15.0,5.0,5.0,15.0,14.0,34.0,14.0,38.0,24.0,6.0,1.0,20.0,31.0,22.0,7.0,39.0,3.0,6.0,-1.5246324921063938,-0.20293994074427116,0.16494970744000634,-0.7238137350595112,9.346842435275017,5.65491107015091,5.376802751152056,3.3798126963237487,0.775790524571984,9.57902765731508,7.371241125301507,-19.301965169488067,-1.4049299236293822,41.1194389045705,4.465301679059181,4.285920839894804,11.36809709350701,-29.838776972399263,-21.66417338727254,-9.233120143049629,-31.196648658629417,1.5100297751488332,-19.13216071414623,-4.942832588610469,-54.20428386223137,-3.9538746673718297,-21.257533462242144,10.701501737627144,17.498211378169593,29.905561751350973,24.488705306541977,84.17542370434283,-48.79752398789159,-30.791701699516153,-46.406276394165836,59.901481360303684,-14.544347938862089,-59.24115793156499,-15.201084638037054,-57.07207360613979
synth-org-0166-snap-003,synth-org-0166,2024-03-31,69.778,206.0,5.0,0.0,32.0,36.0,22.0,13.0,0.0,5.0,23.0,35.0,25.0,8.0,36.0,7.0,13.0,33.0,36.0,28.0,0.0,0.0,1.0,33.0,22.0,9.0,0.0,32.0,39.0,15.0,5.0,5.0,15.0,14.0,34.0,14.0,38.0,24.0,6.0,1.0,20.0,31.0,18.0,4.0,33.0,0.0,3.0,1.5182784450561242,-0.023745987484244505,2.032086582463454,3.906958354586425,-2.307841467151574,6.368614353326858,-12.446509036866914,3.8519761837831967,-6.6003103387274535,3.8484134792713744,15.189362002127776,27.868155116461438,-4.157508431096514,-17.362435820080425,-6.033028491542535,-7.627448835703083,-18.364713384765427,30.269220255332566,-19.686285970369614,33.86487904102476,11.212095979940596,-8.330412685284388,33.769599266218954,-20.892666999552333,-2.3838769760290797,-14.580528981545818,12.12985301498442,37.8976430279899,76.2624910618446,28.72277028846021,-39.16593487675155,-25.472883968873376,22.61563118436593,-7.0613276705033545,-8.3954509601786,-3.9988071145227404,-29.391709392356052,56.0179800834104,39.41417742297637,-35.079281473029
synth-org-0166-snap-004,synth-org-0166,2024-04-30,69.292,206.0,4.0,0.0,31.0,34.0,21.0,13.0,0.0,5.0,23.0,35.0,18.0,4.0,36.0,2.0,8.0,33.0,36.0,28.0,0.0,0.0,1.0,33.0,22.0,9.0,0.0,32.0,39.0,15.0,5.0,5.0,15.0,14.0,34.0,14.0,38.0,24.0,6.0,1.0,20.0,31.0,18.0,4.0,33.0,0.0,3.0,0.07610165428531794,-0.0027682651164875507,4.66767850334844,-2.4765517486443893,-7.062254652798531,-8.121366284154641,7.787710701007995,-1.7453683891182676,-15.423469480644187,12.638379969143106,7.897621687471465,0.7857056731113524,4.8579350951633185,-6.284698515155647,15.473851915582525,-7.106266055081049,8.737033274518017,-10.978259099392579,9.592541031947816,8.686169768005403,7.395259384526771,20.997403395025703,7.966831371807756,-10.453439151620907,16.45133019376141,9.430420579750034,-25.06214587073713,-24.631145494580938,34.30071858035717,-46.141894824972944,21.83536489599652,34.48076056884971,-42.48903491867178,53.263648245385745,10.153723940768671,-26.6310313237359,43.144311071525884,-14.995913861482467,-3.885930200182131,-20.603895498072063
synth-org-0166-snap-005,synth-org-0166,2024-05-30,70.515,204.0,2.0,0.0,24.0,34.0,14.0,13.0,0.0,5.0,23.0,35.0,18.0,4.0,36.0,2.0,8.0,33.0,36.0,28.0,0.0,0.0,1.0,33.0,22.0,9.0,0.0,32.0,39.0,15.0,5.0,5.0,12.0,11.0,28.0,14.0,36.0,24.0,6.0,1.0,20.0,31.0,18.0,4.0,33.0,0.0,3.0,-0.17012822812397663,-1.3517046571405367,-3.6226297411591375,-0.9662154192831767,-6.654648171674225,5.209399967220881,-6.4687869675149745,-10.864399987307,0.34515758092483007,7.8951108742632226,18.382729628618126,-8.726624984360072,6.03232579705268,-23.75387804011993,8.459861101724726,1.7157285016276058,-0.6271837338720331,-6.393565565722238,-1.2980194476475757,15.901225752389962,-22.654256760488806,31.328964828036433,-0.18809277016450907,6.970959493520241,9.7751584467782,28.306147796893768,9.43857608388261,0.06311328940335086,23.903011161648624,10.416198290711817,-21.741940837853484,0.2254296922688968,62.21000036599243,-3.7485802245105164,35.496158079738535,-17.964340458017542,-39.17890804638252,59.07318193837064,-9.779394415435391,56.12896077018111
synth-org-0166-snap-006,synth-org-0166,2024-06-29,73.294,204.0,2.0,0.0,24.0,34.0,14.0,13.0,0.0,5.0,23.0,35.0,18.0,4.0,36.0,2.0,8.0,33.0,36.0,28.0,0.0,0.0,1.0,33.0,22.0,9.0,0.0,32.0,39.0,15.0,5.0,5.0,9.0,6.0,28.0,9.0,31.0,24.0,6.0,1.0,20.0,31.0,18.0,4.0,33.0,0.0,3.0,-1.2356603690426617,-0.7239531797237948,-4.804121860741556,1.2692241907846176,1.8436935737268254,1.7537937281378277,-1.5172500148834813,12.604340080748827,3.3599510326175714,-6.274216662013199,-0.888137845594915,-9.953011476411966,3.581501982340927,0.4497865994250621,-16.584425017005657,-3.6576813286198577,-16.974401588573247,-12.271694172283215,-10.079512033516249,-18.67311940903901,-21.303372889160144,-23.621976412136455,-14.350639106460385,-27.147919042771214,-11.55753301368107,-27.9423713150287,-18.244201037032425,14.127879417940747,-2.6519992880326746,-21.81957669828557,9.453043067266682,-4.1961972997899295,-57.559234002866866,1.9925960013920576,-11.514095178668365,-18.082859246319945,14.493277272813012,8.250704750603806,-26.95708270823718,-54.32364307361559
synth-org-0166-snap-007,synth-org-0166,2024-07-29,73.281,203.0,2.0,0.0,24.0,34.0,14.0,13.0,0.0,5.0,23.0,35.0,18.0,4.0,36.0,2.0,8.0,33.0,36.0,28.0,0.0,0.0,0.0,27.0,21.0,7.0,0.0,32.0,39.0,15.0,5.0,5.0,9.0,6.0,28.0,9.0,31.0,24.0,6.0,1.0,20.0,31.0,18.0,1.0,32.0,0.0,3.0,0.19984771680283653,-0.8488033963666511,0.8785312747819403,-1.9825048364994968,4.4080432877036895,-6.169820687687741,-9.62492824840538,11.99153220899748,-17.590341066462745,-7.431417355070087,-13.245022920633097,7.175872412674503,20.920189100350658,-3.6888024089877374,-6.860051768790509,16.69647095656358,-18.424048088854892,-8.730114313156768,-31.36730521880491,9.214196806518398,12.785759416439364,10.813868799714193,11.684144855876292,4.700774960804932,-9.540517916038247,34.56534817631654,-20.85644325570083,-21.932927750084886,-4.323128504201845,-11.235311753444666,1.5444477977428144,-8.924475248194758,66.67430687269612,40.892955406931,-81.39096977525259,0.4275548048694422,-3.122885070166312,-30.751805763080302,59.51427323378906,67.93567774485247
synth-org-0166-snap-008,synth-org-0166,2024-08-28,74.954,202.0,2.0,0.0,24.0,34.0,14.0,13.0,0.0,5.0,23.0,35.0,18.0,4.0,36.0,2.0,8.0,33.0,36.0,28.0,0.0,0.0,0.0,27.0,21.0,7.0,0.0,32.0,39.0,15.0,5.0,5.0,5.0,4.0,25.0,6.0,28.0,17.0,6.0,0.0,15.0,29.0,13.0,0.0,30.0,0.0,0.0,-0.2172160476246128,1.6765127268029187,0.15872894196132992,9.399808484938388,1.9540308284009786,15.072587824383604,7.468605373192881,-8.085917306823715,-4.68903337045323,17.184827781260047,-3.659727576999136,7.658692534659572,11.409055146177424,-42.92466664496975,10.41592831473352,-7.988113128186112,-5.025145765811133,13.176907078489561,22.34015295892693,25.82998261179773,16.01913071388554,24.94236730909948,-1.4431881437971508,-16.824061315221304,-55.315117443332895,-12.657139147366982,12.117778498678387,2.4928459790891306,30.870785724076143,-37.133200023147445,-36.77402180386849,42.06703639847054,49.21238585500596,2.664679128611332,-13.676494871984762,-12.703598717755611,-12.731180087705425,-6.82115745327194,58.823071063615735,-54.969409211205466
synth-org-0167-snap-000,synth-org-0167,2024-01-01,49.687,261.0,10.0,20.0,10.0,9.0,1.0,30.0,27.0,6.0,4.0,21.0,0.0,4.0,20.0,10.0,3.0,2.0,15.0,12.0,24.0,17.0,2.0,34.0,6.0,28.0,9.0,0.0,16.0,21.0,1.0,31.0,14.0,14.0,14.0,14.0,25.0,26.0,39.0,38.0,10.0,11.0,35.0,31.0,10.0,10.0,20.0,0.0414660393185212,-0.9205243344183386,-3.840395445210973,6.2290590047803125,3.12221351098645,-5.8099666570158295,-0.2694523838526286,-1.8298813455886107,5.144633577332757,32.89756525610872,-1.932038114265341,9.241460385305983,-9.15325681250001,13.005138389667,-48.509349430444985,-8.585342296659535,17.679705639422828,-11.852644739061843,-19.07743049062242,-5.016408681298575,-31.601966975293074,24.543297311248878,-24.39068383358725,-36.136789303195016,-1.7580523680823523,7.45230391421918,-1.828875582253397,-11.194918184399977,-10.469060181608533,29.401572459992323,13.706695205847858,-57.790944768586314,-2.836151620284898,-72.92084750515771,4.016169397561162,6.224834301879474,-14.281982616512058,-1.5732979884699818,24.79879627427549,4.315962560696241
synth-org-0167-snap-001,synth-org-0167,2024-01-31,50.724,259.0,9.0,16.0,6.0,3.0,0.0,25.0,24.0,6.0,0.0,15.0,0.0,0.0,20.0,9.0,2.0,2.0,15.0,12.0,24.0,17.0,2.0,34.0,6.0,28.0,9.0,0.0,16.0,21.0,1.0,31.0,14.0,14.0,14.0,14.0,25.0,26.0,39.0,38.0,10.0,11.0,35.0,31.0,10.0,10.0,20.0,-0.06787492884786733,-2.821236307989085,-2.759022940980255,3.0184013500440354,-2.844090207983969,0.40216808482043176,1.7674922765079433,8.51654450859863,-0.21227875044325842,5.259367519419966,2.418634631931142,-5.686372262746109,-21.479670693470496,-13.114315716257396,3.920725596861521,-6.744431566681483,5.715466801866505,19.585959813286557,21.48464026586882,30.934869728284205,-13.886280196935358,-25.409449818350023,24.14431054076992,10.370911380749153,21.69149355337347,-3.4363196141601997,0.9594867355491727,12.0595525963583,-5.2807642091923634,-32.269486237605626,19.212056106300373,-4.578261309228568,-38.32705885920369,-6.646027187440742,30.401794984288436,19.765659153053676,59.724167204501406,20.407629093216823,-53.24589193006328,83.78194278462742
synth-org-0167-snap-002,synth-org-0167,2024-03-01,50.953,256.0,9.0,16.0,6.0,3.0,0.0,25.0,24.0,6.0,0.0,15.0,0.0,0.0,20.0,9.0,2.0,2.0,13.0,9.0,18.0,17.0,0.0,33.0,3.0,28.0,9.0,0.0,16.0,21.0,1.0,31.0,9.0,7.0,10.0,11.0,21.0,26.0,39.0,38.0,10.0,11.0,32.0,28.0,10.0,7.0,15.0,-1.1677919071947602,-0.9504337230456626,-1.3645924859454954,5.376599417647243,-2.291894514137203,-0.7884593217222466,-3.0959594173511578,15.38087195401686,5.45508675328859,5.16654504357533,-5.99960679944504,0.9602556276887498,-4.863342764409634,-4.051590165827376,-2.279638508990247,12.563858001098092,5.89452643469819,1.6018233721173258,18.563175299276715,-16.51783038748213,-2.590256430531506,-42.44612772082757,-51.97265527733602,-1.106385433605611,33.89331466771194,24.127144108348606,-10.815558299656212,12.662956707580278,-0.17540212116950119,20.299781819515573,25.00318097683587,-7.447490390088895,0.19321484515672063,10.635096971175653,23.78658075801457,67.56442282485148,-1.6040846505451773,-43.05785446971398,40.84905216844919,3.7631786727282868
synth-org-0167-snap-003,synth-org-0167,2024-03-31,52.053,258.0,9.0,16.0,6.0,3.0,0.0,18.0,23.0,2.0,0.0,13.0,0.0,0.0,20.0,9.0,2.0,2.0,13.0,9.0,18.0,17.0,0.0,33.0,3.0,28.0,9.0,0.0,16.0,21.0,1.0,31.0,4.0,3.0,10.0,10.0,16.0,26.0,39.0,38.0,10.0,11.0,32.0,28.0,10.0,7.0,15.0,1.9017215140870452,2.990176557010018,1.0021725461171083,1.7552045893190296,7.274755347839758,-0.3230851029460339,-2.426809131986705,7.350127269131167,6.830364293934369,-14.348778287921123,-12.705410652460952,-19.36696588450319,-12.022075875590119,0.14331184190850166,6.560165101735392,-1.1467281383996875,4.855380957786483,-7.4941214668067,-28.801196826487892,-16.22855999125364,-32.64612994279565,25.586394456462333,26.015339942976123,-2.4985258550814713,-25.409152467412806,-12.909833737914104,15.194460230323623,15.178767585610299,19.795473579386705,11.800299833989019,43.93752461923427,4.448255073871169,-12.907342347213293,-3.918773222099538,-8.161108665664658,41.08675993270379,-7.620268567289347,-35.965073297438686,70.07670088669069,-0.0001620516273442066
synth-org-0167-snap-004,synth-org-0167,2024-04-30,50.811,256.0,9.0,16.0,6.0,3.0,0.0,18.0,23.0,2.0,0.0,13.0,0.0,0.0,20.0,9.0,2.0,2.0,13.0,9.0,18.0,17.0,0.0,30.0,0.0,21.0,3.0,0.0,16.0,21.0,1.0,31.0,4.0,3.0,10.0,10.0,16.0,26.0,39.0,38.0,10.0,11.0,32.0,28.0,10.0,7.0,15.0,0.96419860797635,2.6744292626111315,-2.5574364501543188,2.7764013171566115,-4.255830992593222,-1.2127006318453968,0.2708593270915811,4.644009802587223,2.0079719451554454,4.798813351795009,-5.249033369440414,3.647033295670819,15.129157249630499,-4.497043876228226,4.929517254952339,8.914755036814288,4.692907100276123,-9.46731628076487,-10.250870802763638,10.009599134383844,16.96432221928512,-6.613346113278956,-29.365692092487944,-15.82562414174707,-47.41804139217901,-24.946139820548527,25.952580370254722,13.098258860887645,24.732767983376142,70.74930762823311,-33.33226556604734,-19.76310482255197,17.005548951571647,27.937497264047057,75.41187866477736,-48.908423966356516,0.24891076593616532,-75.81882984438388,-10.548666437251649,75.72944726955149
synth-org-0167-snap-005,synth-org-0167,2024-05-30,53.754,261.0,9.0,16.0,6.0,3.0,0.0,18.0,23.0,2.0,0.0,13.0,0.0,0.0,20.0,3.0,0.0,2.0,13.0,9.0,18.0,17.0,0.0,30.0,0.0,21.0,3.0,0.0,16.0,21.0,1.0,31.0,4.0,3.0,10.0,10.0,16.0,26.0,39.0,38.0,10.0,11.0,32.0,28.0,10.0,7.0,15.0,-0.3583246601585696,-0.5479341575578729,0.9033184283237436,10.147087845312589,2.595374851611739,10.132642713586426,7.857645943263439,9.955264930951364,3.665807144899222,13.126649469537828,-23.282049654831244,-1.6721300399165286,36.332107694302415,11.109872726411314,-33.495096693290286,1.2916700737274662,14.948377822335823,29.11798091740338,2.0351617613130557,-5.073747541541037,-9.302883737488955,12.32285095976775,-17.615243483411717,5.3871459470389835,-4.554212399377787,42.216090240713086,21.832648373201767,34.628563098472185,63.09702820871448,14.13137804610754,-43.50536532778777,32.527209862160525,8.25458226115444,75.6942931451152,24.569864249177982,13.095244166746278,65.77598170375667,-14.134428578328901,8.713942224771213,4.462834542954734
synth-org-0167-snap-006,synth-org-0167,2024-06-29,52.464,259.0,9.0,16.0,6.0,3.0,0.0,18.0,23.0,2.0,0.0,13.0,0.0,0.0,20.0,3.0,0.0,0.0,8.0,8.0,15.0,17.0,0.0,30.0,0.0,21.0,3.0,0.0,16.0,21.0,1.0,31.0,4.0,3.0,10.0,10.0,16.0,23.0,33.0,31.0,4.0,11.0,32.0,21.0,3.0,0.0,9.0,-0.6026948029003103,-3.5694785071015795,4.407101216790102,0.7316078413541591,-0.34553072765003834,3.589098431832192,6.351395492238964,-8.332835096320936,-1.5597263981275045,4.480112296201751,-15.816112296581885,-8.159047132892551,-5.251208635870098,-7.457465498491236,14.206517509929146,9.342490195722622,30.328324521774906,41.987659909889885,16.583877980323173,-29.92312140039867,-24.670959867309953,18.017521139460353,36.95831960542242,7.822356575763928,-7.042879792690933,-35.52398373981703,-10.481627766356171,6.970961770303504,-44.26040629662611,15.234406288256185,-13.258041149890591,30.187928541898525,23.07825571845051,57.77132224337959,6.897857939683803,-3.5448850100808973,-86.33667460280918,-43.126397519901715,-12.996499940167253,36.99915311764822
synth-org-0168-snap-000,synth-org-0168,2024-01-01,48.525,87.0,29.0,0.0,24.0,33.0,13.0,24.0,23.0,39.0,13.0,31.0,21.0,7.0,34.0,6.0,33.0,8.0,21.0,19.0,9.0,33.0,39.0,27.0,31.0,34.0,2.0,28.0,38.0,24.0,16.0,34.0,39.0,26.0,12.0,16.0,18.0,1.0,0.0,1.0,26.0,22.0,6.0,34.0,8.0,7.0,8.0,-0.2104299151883637,2.425730217902318,-1.4947145634915429,2.7594310535761295,3.2937081487389497,0.1903978287930525,14.194344582275786,2.189228268691177,11.634840256331065,3.0063105417419624,20.022639688241117,-17.954407409113244,7.221666226430957,-41.376827691444035,21.295380836167972,7.260152508408972,-7.539530509931018,18.455038754858307,8.24020375806878,43.97905297283522,25.73986338919763,-24.211432128751447,-10.16046705592311,0.1782511096767666,-2.6696363780184873,-30.716474555972734,93.54406665947815,19.96678351118178,20.75255010890814,-25.473253087839215,-70.76984341943307,-36.1708322270062,31.361725114643672,-17.291913347938944,43.7395105424311,-60.909345337896724,-43.0964474186494,-81.91878833792515,14.24652494164723,-98.6462230501408
synth-org-0168-snap-001,synth-org-0168,2024-01-31,49.982,90.0,29.0,0.0,24.0,33.0,13.0,18.0,16.0,38.0,12.0,26.0,21.0,7.0,34.0,6.0,33.0,8.0,21.0,19.0,9.0,33.0,39.0,27.0,31.0,34.0,2.0,28.0,38.0,24.0,16.0,34.0,37.0,19.0,5.0,11.0,13.0,1.0,0.0,1.0,26.0,22.0,6.0,34.0,8.0,7.0,8.0,3.0553176611670603,-3.9872346423702423,-0.7475076663354296,-3.0549339490006173,-1.9473989125488498,3.4097999360051716,0.2344117041837257,-20.281779684605365,-7.281457729668097,-5.386051802067278,3.500497640239434,-4.554936774794794,11.447484219348487,14.76788197357093,-20.00070516489429,-7.3133803750566715,-21.830576051483582,10.007241584718555,-15.465854088572113,-7.092036890136912,14.263796539335203,-8.144321417104944,25.53935010420924,26.978733420784152,38.13644977385836,-40.79506972130442,-12.131025410551223,27.820848525513203,11.842117021176753,-4.904856832304624,11.499319244479135,-19.385265218087568,40.29279022667708,-39.05213824624107,22.73076470010547,-44.65753245230826,56.196205598617624,-34.710119799645476,-29.539187721970226,32.45864230750134
synth-org-0168-snap-002,synth-org-0168,2024-03-01,48.917,94.0,24.0,0.0,17.0,33.0,8.0,15.0,15.0,33.0,6.0,19.0,14.0,5.0,27.0,6.0,28.0,8.0,21.0,19.0,9.0,33.0,39.0,27.0,31.0,34.0,2.0,28.0,38.0,24.0,16.0,34.0,37.0,19.0,5.0,11.0,13.0,1.0,0.0,1.0,26.0,22.0,4.0,28.0,6.0,3.0,3.0,-1.1473275693054128,0.7628649060029171,-3.3310089644412306,4.509325101252351,3.601509903274071,1.3696448068880915,4.330630789600701,2.957005512982924,-12.01912324759014,-5.077661853780262,3.524338645590082,5.697723079751828,-25.22800879086091,-9.99822965801019,-2.9333341587201414,0.4736258248351335,13.790619229795116,5.167466037685964,-18.60774620795465,-2.96834565192911,-21.704620871199797,-2.597749976557388,1.4601878657611096,10.129101339313486,-4.641760493256367,3.0793450879948616,-0.3896144513256621,-2.748370132674639,-12.463841648771758,21.486335170494975,9.278211367984307,8.886901338626842,-24.634901440829356,4.02701302162634,46.62161851799966,-21.755920451092585,-26.946335387414315,-5.747463358853531,-2.155758636846497,-42.871196548710635
